,author,album,title,lyrics
29,Joaquín Sabina,Diario de un peatón,Benditos malditos (al pil pil),"Benditas sean las raras excepciones
Los moratones de los vulnerables
Los labios que aprovechan los rincones
Más olvidados, más inolvidables
Benditos sean, benditos sean

Los santos milagrosos, los gordos cariñosos
Los locos que se creen napoleones
Las pálidas lesbianas, los dulces maricones
Los mocos de la gente con ventanas
Los tuertos que no quieren ver visiones
Los muertos que se mueren con las ganas

Benditos sean los ceros a la izquierda
Los que nacieron en ningún lugar
Los de viva zapata manque pierda
Las damas que se llaman soledad

El sable del sablista, la caries del dentista
Los buenos aires, los malos maridos
Las drogas veniales, la sopa del cocido
Los listos que parecen subnormales
Los que pudieron ser y no han querido
Los descendientes de los animales

Malditos sean los justos, los sumisos
Los que tiran penaltis de cabeza
Los que para mear piden permiso
Los súbditos del dios de la certeza

Los que adornan las notas de sus hijos
Los probos ciudadanos, los niñatos
Los que follan con red y a plazo fijo
Los canallas que nunca han roto un plato

Maldita sea la voz de la experiencia
Que casi se equivoca a media suma
La pipa de la paz con la conciencia
Los ""oiga, que en mi taxi no se fuma""

Los que se mojan poco cuando llueve
Los que sonríen en las fotografías
Los que progresan porque no se mueven
Los de la escandalosa mayoría
Malditos sean, malditos sean

Benditas sean las rubias calentonas
Que se emocionan por pasar el rato
Los tímidos que salen respondonas
La mancha en la bragueta del beato
Benditos sean, benditos sean

Los farias con saliva, los gallos de las divas
Los callos de las piernas de las cojas
Las amapolas rojas, la abuela en san fermines
Los récords que no salen en los guiness
Los cínicos que lloran en los cines
Los tréboles de tres o cuatro hojas

Las enfermeras que suben la fiebre
Las tetas de pezón hospitalario
Los gatos de no dan gato por liebre
Los misterios gozosos del rosario

La novia del torero, los bronquios del torero
Los tristes que se ríen de la tristeza
Los ricos sin dinero, los vagos con pereza
Los últimos que llegan los primeros
Los calvos que se quitan el sombrero
Ante la dignidad y la belleza

Malditos sean los tontos con medallas
Los hijos de mamita, los chivatos
Los candidatos (cierra la muralla)
La letra pequeñita del contrato

Los alcahuetes del polvote ajeno
La diabetes, el sida, los viejos
Los sorbetes de bilis con venero
Los que aplauden al príncipe de hinojos
Los cuentos de las cuentas al contado
Los tipos de interés, los finiquitos
Los que jubilan a los jubilados
Los talibanes del último grito

Los que se pasan nunca de la ralla
Los mamporreos de la simetría
Los que exhiben el móvil en la playa
Los que hacen trato con la policía
Malditos sean, malditos sean"
30,Joaquín Sabina,Esta boca es mía,Besos con sal,"Tus pies bailan un tango con mi pasado
Tus cejas son las rejas de una prisión
Tus labios son el fuego por duplicado
Tu olvido es un descuido de mi pasión

Tu cuello es una rama para colgarse
Tu mente un crucigrama sin terminar
Tu ombligo anda buscando donde ocultarse
Tu boca es un milagro de la humedad

Tus ojos son dos gatos por los tejados
Tu nuca un callejón al oscurecer
Tu pelo es el más negro de los pecados
Tus dientes son agentes de Lucifer

Hembra y señora
Que cada hora
Cambia de piel
Golfa y decente
Dulce serpiente
De cascabel
Flor de alquitrán
Lluvia que llueve
Besos con sal

Tu lengua sale en todas mis pesadillas
Tus uñas acribillan mi corazón
Tus pechos dicen que eres una chiquilla
Tus muslos saben que eres mi perdición

Tu piel es una patria para mis manos
Tu vientre un desayuno con vino y pan
Por tu cintura sale el sol más temprano
Y se muere el verano cuando te vas

Tu pubis es un delta de agua salada
Tu falda la más corta de Chamberí
Tu risa es una lágrima equivocada
Tu cama se inventó para no dormir

Hembra y señora
Que cada hora
Cambia de piel
Golfa y decente
Dulce serpiente
De cascabel
Flor de alquitrán
Lluvia que llueve
Besos con sal"
31,Joaquín Sabina,"Hotel, dulce hotel",Besos de Judas,"No soporta el dolor, le divierte inventar
Que vive lejos, en un raro país
Cuando viaja en sueños lo hace sin mí
Cada vez que se aburre de andar
Da un salto mortal
Cuando el sol fatigado se dedica a manchar
De rosa las macetas de mi balcón
Juega conmigo al gato y al ratón
Si le pido ""quédate un poco más""
Se viste y se va
Cuanto más le doy ella menos me da
Por eso a veces tengo dudas
¿no será un tal Judas
El que le enseñó a besar?
Nunca me dice ven, siempre se hace esperar
De noche como un sueño tarda en venir
Dibuja nubes con saliva y carmín

Cobra caro cada abrazo que da
No acostumbra a fiar
Cuando gritos de alarma suenan por la ciudad
Cuando los sabios dicen ""no hay solución""
Ella pretende que hagamos el amor
En una cama de cristal
A orillas del mar
Yo que siempre traté de aprender a barajar
Los naipes al estilo del triunfador
Ahora me veo jugando de farol
Mientras su manga esconde un as
Sale siempre a ganar
Cuanto más le doy ella menos me da
Por eso necesito ayuda
Aunque sea de Judas...
Bésame un poco más"
32,Joaquín Sabina,El hombre del traje gris,Besos en la frente,"Las gafitas de las pecas
Con complejo de muñeca
Desconchada
Frota su cuerpo desnudo
Contra el lino blanco y mudo
De la almohada
Invisible entre la gente
Condenada a ser decente
Según fama que del cuello le colgaron
Los que nunca la invitaron
A su cama
Cuando agoniza la fiesta
Todas encuentran pareja
Menos Lola
Que se va, sin ser besada
A dormirse como cada
Noche sola
Y una lágrima salada
Con sabor a mermelada
De ternura
Moja el suelo de su alcoba
Donde un espejo le roba
La hermosura
Nadie sabe cómo le queman en la boca
Tantos besos que no ha dado
Tiene el corazón tan de par en par y tan oxidado
Ojos lujuriosos de hombre que en el último metro
Buscan y desean
Nunca miran dentro del escote de las feas
Besos en la frente
Besos en la frente le dan;
Besos en la frente

Nadie trata de ir más allá...
Yo quise probar
Yo que, en cosas del amor
Nunca me he guiado por
Las apariencias
En su cintura encontré
Una mariposa de
Concupiscencia
Las más explosivas damas
Me dejaban en la cama
Congelado
-""ten cuidado al desnudarme
No vayas a estropearme
Mi peinado""-
Lola sí que lo ha comprendido, por caminos
Escondidos ha buscado
El agua que mana el oscuro manantial del pecado
Y aunque me ha dejado marcado como un mapa
De arañazos en la espalda
Nunca hallé tanto calor como bajo su falda
Y le he pedido ""vente conmigo"" aunque la peña
Diga ""tío, que mal te lo montas""
Harto como estaba de tanta guapa insípida y tonta
Paso de la falsa belleza igual que el sabio
Que no cambia París por su aldea
Y me abrazo a la verdad desnuda de mi fea
Besos en la frente
Besos en la frente le dan;
Besos en la frente
Nadie trata de ir más allá...
Yo quise probar"
33,Joaquín Sabina,Vinagre y rosas,Blues del alambique,"Me busqué, te perdí
Derrapé, malviví
Todo es tan extraño

Conspiré contra el sol
Enviudé de farol
Como pasan los años

Fui cuesta abajo
Sabiendo que llorar
Era un atajo hacia el mar

Se estrelló nuestro avión
¿quién mató al capitán?
Lo hizo la tripulación

Corazón de Jesús
Tan marrón, tan feeling blue
Puerto de Santa María

Tuve un plan, escapé
¿dónde vive? Dijo el juez
Yo que sé, señoría

Fui cuesta abajo
Sabiendo que llorar
No es un atajo hacia el mar

Rayas en el cristal
Libertad condicional
Calle melancolía"
34,Joaquín Sabina,Malas compañías,Bruja,
35,Joaquín Sabina,Ruleta rusa,Caballo de cartón,
36,Joaquín Sabina,Malas compañías,Calle Melancolía,
37,Joaquín Sabina,,Calle melancolica,"Como quien viaja a lomos de una yegua sombría
Por la ciudad camino, no preguntes a donde
Busco acaso un encuentro que me ilumine el día
Y no hallo más que puertas que niegan lo que esconden

Las chimeneas vierten su vómito de humo
A un cielo cada vez más lejano y más alto
Por las paredes ocres se desparrama el zumo
De una fruta de sangre crecida en el asfalto

Ya el campo estará verde, debe ser primavera
Cruza por mi mirada un tren interminable
El barrio donde habito no es ninguna pradera
Desolado paisaje de antenas y de cables

Vivo en el número 7, calle Melancolía
Quiero mudarme hace años al barrio de la alegría
Pero siempre que lo intento ha salido ya el tranvía
En la escalera me siento a silbar mi melodía

Como quien viaja a bordo de un barco enloquecido
Que viene de la noche y va a ninguna parte
Así mis pies descienden la cuesta del olvido
Fatigados de tanto andar sin encontrarte

Luego de vuelta a casa, enciendo un cigarrillo
Ordeno mis papeles, resuelvo un crucigrama
Me enfado con las sombras que pueblan los pasillos
Y me abrazo a la ausencia que dejas en mi cama

Trepo por tu recuerdo como una enredadera
Que no encuentra ventana donde agarrarse. Soy
Esa absurda epidemia que sufren las aceras
Si quieres encontrarme ya sabes donde estoy...

Vivo en el número 7, calle Melancolía
Quiero mudarme hace años al barrio de la alegría
Pero siempre que lo intento ha salido ya el tranvía
En la escalera me siento a silbar mi melodía"
38,Joaquín Sabina,Dímelo en la calle,Camas vacías,"Ni tú bordas pañuelos ni yo rompo contratos
Ni yo mato por celos ni tú mueres por mí
Antes de que me quieras como se quiere a un gato
Me largo con cualquiera que se parezca a tí

De par en par te abro las puertas que me cierras
Me cuentan que el olvido no te sienta tan mal
La paz que has elegido es peor que mi guerra
Aquella cama nido parece un hospital

Yo, en cambio, no he sabido ir a favor del viento
Que muerde las esquinas de esta ciudad impía
Pobre aprendiz de brujo que escupe al firmamento
Desde un hotel de lujo con dos camas vacías

¿Quién hará mi trabajo debajo de tu falda?
La boca que era mía ¿de qué boca será?
El roto de tu ombligo ya no me da la espalda
Cuando pierdo contigo lo que gano al billar

Aunque nunca me callo, guardo un par de secretos
Lo digo de hombre a hombre, de mujer a mujer
Ni me caso con nadie, ni guardo pa' mis nietos
Por no tener no tengo, ni edad de merecer

Como pago al contado nunca me falta un beso
Siempre que me confieso me doy la absolución

Ya no cierro los bares ni hago tantos excesos
Cada vez son más tristes las canciones de amor"
39,Joaquín Sabina,Diario de un peatón,Canción de cuna de la noche y los tejados,"Ésta es la canción
De los zapatos rotos
De la gente del montón
La foto de carné
De cualquier hombre, de cualquier mujer
La carambola que casi salió
La procesión del cristo del furgón
De cola

Ley de los sin ley
Rueda de peones
Para darle jaque al rey
El bar de la estación
Es un hogar para mi corazón
Y las mujeres miran y no ven
Al forastero que no tiene quien
Lo espere

Y el cielo es una plancha de hormigón
Un animal con gafas
Solo ante el televisor
Un docudrama que termina mal
Un ángel que delira en una cama de hospital
Cantándole a la luna
La canción de cuna
De la noche y los tejados

Carne de cañón
Sancho y don quijote
Mortadelo y filemón
Tienda ""todo a cien""
""Pagas dos besos y te llevas tres""
Cuatro caminos tiene el porvenir
Si me equivoco se equivoca mi
Destino

Y el mar es una especie en extinción
Un barco a la deriva
Una lágrima de ron"
40,Joaquín Sabina,Lo Niego Todo,Canción de Primavera,
41,Joaquín Sabina,Inventario,Canción para las Manos de un Soldado,"[Letra de ""Canción para las manos de un soldado""]

El labrador de mi pueblo lleva una azada en la mano
¡Que grandes tiene las manos el labrador de mi pueblo!
Cavando de sol a sol, con lluvia, nieve o calor
Del parado de mi pueblo llena de angustias sus manos
¡Que tristes tiene las manos el parado de mi pueblo!
Dando vueltas a la noria sin jornal y sin historia
El alcalde de mi pueblo lleva un bastón en la mano
¡Que finas tiene las manos el alcalde de mi pueblo!
Con su orgulloso bastón preside la procesión
El obrero de mi pueblo no está en mi pueblo, ha emigrado
Sus manos amasan pan para otros pueblos lejanos
¡que lejos están las manos del obrero de mi pueblo!

El soldado de mi pueblo antes ha sido albañil
Ahora ya no tiene pala lleva en la mano un fusil
¡Que frías tiene las manos alrededor del fusil!
El cacique de mi pueblo no vive tampoco allí
Con el sudor de mi pueblo se compró un piso en mi Madrid
Con lo que su mano tira ¡cuantos podrían vivir!
Soldados si alguna vez el labrador de mi pueblo
Se levanta, y el obrero, se levanta, y el parado
¿Qué vas a hacer tú soldado que antes has sido albañil?
¿Qué vas a hacer con tus manos y tu fusil?"
42,Joaquín Sabina,Malas compañías,"Carguen, apunten, fuego",
43,Joaquín Sabina,19 días y 500 noches,Cerrado por derribo,"Este balsamo no cura cicatrices
Esta rumbita no sabe enamorar
Este rosario de cuentas infelices
Calla mas de lo que dice
Pero dice la verdad

Este almacen de sabanas que no arden
Este telefono sin contestador
La llamare manyana, hoy se me hizo tarde
Esta forma tan cobarde
De no decirnos que no

Este contigo, este sin ti tan amargo
Este reloj de arena del arenal
Esta huelga de besos, este letargo
Estos pantalones largos
Para el viejo Peter Pan

Esta comoda sin braguitas de Zara
El tour del Soho desde un rojo autobus
Estos ojos que no miden ni comparan
Ni se olvidan de tu cara
Ni se acuerdan de tu cruz

No abuses de mi inspiracion
No acuses a mi corazon
Tan maltrecho y ajado
Que esta cerrado por derribo
Por las arrugas de mi voz
Se filtra la desolacion
De saber que estos son
Los ultimos versos que te escribo
Para decir ""con dios"" a los dos nos sobran los motivos

Esta paya tan lejos de su gitano
Este penal del Puerto sin vis a vis
Esta guerra civil, este mano a mano
Estos moros y cristianos
Este muro de Berlin

Este virus que no muere ni nos mata
Esta amnesia en el cielo del paladar
La limusina del polvo por Manhattan
El invierno en Mar del Plata
Los versos del Capitan

Este hacerse mayor sin delicadeza
Esta espalda mojada de moscatel
Este valle de fabricas de tristeza
Esta duda esta certeza
Esta colmena sin miel
Este borron de sangre y de tinta china

Este banyo sin rimmel ni nembutal
Estos huesos que vuelven de la oficina
Dentro de una gabardina
Con manchas de soledad

No abuses de mi inspiracion
No acuses a mi corazon
Tan maltrecho y ajado
Que esta cerrado por derribo
Por las arrugas de mi voz
Se filtra la desolacion
De saber que estos son
Los ultimos versos que te escribo
(BIS)

Para decir ""con dios"" a los dos nos sobran los motivos"
44,Joaquín Sabina,500 Noches para una Crisis (En Directo),Cerrado por Derribo (Directo),
45,Joaquín Sabina,Lo Niego Todo,Churumbelas,"[Letra de ""Churumbelas""]

Eran tres hermanas churumbelas
Del barrio de Lavapiés
La Verónica, la Merche, la Carmela
Toma, candela y olé
Eran tres gitanas
En el siglo XXI

Roneaban nueve días a la semana
Con todos y con ninguno
A la Carmela la pretendía un aleluya por bulerías de Camarón
A la Veronica un gitanillo del fin del rey de los mercadillos

Pero la Merche, ya no me callo
Se lo montaba timando a un payo de Castellón
Siendo sobrina de la madrina de Arcángel
De Farruquito, de Cortés
De Tomatito, de la Marifé
Del pericón y el Mercé
Del Chano y el Lebrijano
De la Lola y el Manué

Y yo que espío desde mi ventana, cada mañana
A la sultana de Lavapiés
Me estoy muriendo de ganas
De casarme con las tres

A la vera del Apolo cada tarde
Las miro lucir palmito
Yo que vivo solo, como buen cobarde
Y puedo ser su abuelito

Vuelven loco a Tirso de Molina
A Lope y a Calderón
A Morente
Al camellito de la esquina
A Obama y a un servidor

A la carmela, menta y canela
En pleno culto al pastor un bulto
Y un tabardillo se lo llevó

A la Verónica el gitanillo
Le dio un mal-trato y cuatro chiquillos
Pero la Merche, mira por dónde
Ya no se esconde, va con su payo
A dar el callo en Mercamadrid

Siendo sobrina de la madrina de Arcángel
De Farruquito, de Cortés
De Tomatito, de la Marifé
Del pericón y el Mercé
Del Chano y el Lebrijano
De la Lola y el Manué

Y vivieron a su forma y a su modo
Codo con codo, yo las bendigo
Las calés de Lavapiés
Tres eran, tres eran
Se casaron con todos

Mire usted

Con todos, menos conmigo

Con todos, menos conmigo

Viva Úbeda
Gloria bendita

Con todos, menos conmigo

Qué castigo
Menos conmigo

Con todos, menos conmigo

Con todos, menos conmigo"
46,Joaquín Sabina,Malas compañías,Círculos viciosos,"Quisiera hacer lo de ayer siento un cambio
No metas cambios
Silencio que está el jefe por ahí
Por qué está de jefe
Porque va a caballo
¿Por qué va a caballo?
Porque no se baja
¿Por qué no se baja?
Por que vale mucho
¿Y cómo lo sabe?
Porque está mu claro
¿Por qué está tan claro?
Porque está de jefe

Eso mismo fue lo que yo le pregunté
¿por qué está de jefe?
Eso mismo fue lo que yo le pregunté
¿por qué está de jefe?

Yo quiero bailar un son pero no me deja Lucía
Yo que tú no bailaría porque está triste Ramón
¿Por qué está tan triste?
Porque está malito
¿Por qué está malito
Porque está muy flaco
¿Por qué está tan flaco
Porque tiene anemia
¿Por qué tiene anemia
Porque come poco
¿Por qué come poco
Porque está muy triste

Eso mismo fue lo que yo le pregunté
¿por qué está tan triste?
Eso mismo fue lo que yo le pregunté
¿por qué está tan triste?

Quiero formar sociedad con el vvecino de abajo
Ese no tiene trabajo no te fies Sebastian
¿Por qué no trabaja?
Porque no lo cogen
¿Por qué no lo cogen?
Porque está fichao
¿Por qué lo ficharon?
Porque estuvo preso
¿Por qué lo metieron?
Porque roba mucho
¿Por qué roba tanto?
Porque no trabaja

Eso mismo fue lo que yo le pregunté
¿por qué no trabaja?
Eso mismo fue lo que yo le pregunté
¿por qué no trabaja?

Quiero conocer aquel hablarle y decirle hola
¿no le has visto la pistola?, deja esa vaina Javier
¿Por qué la pistola?
Porque tiene miedo
¿Por qué tiene miedo?
Porque no se fía
¿Por qué no se fía?
Porque no se entera
¿Por qué no se entera?
Porque no le hablan
¿Por qué no le hablan?
Por llevar pistola

Le, le, le...

Eso mismo fue lo que yo le pregunté
¿por qué la pistola?
Eso mismo fue lo que yo le pregunté
¿por qué la pistola?
Eso mismo fue lo que yo le pregunté
¿por qué no trabaja?
Eso mismo fue lo que yo le pregunté
¿por qué está tan triste?
Eso mismo fue lo que yo le pregunté
¿por qué está de jefe?
Eso mismo fue lo que yo le pregunté
¿por qué la pistola?"
