file_name,description,documentation,chapter
m14108,U.K. NBER Series: 14108 01/1870-12/1914,"________________________________________               NBER SERIES: 14108                                     AREA COVERED: UNITED KINGDOM                           UNITS: THOUSAND POUNDS STERLING                        ANNUAL COVERAGE: NONE                                  QUARTERLY COVERAGE: NONE                               MONTHLY COVERAGE: 01/1870-12/1914                      SEASONAL ADJUSTMENT: NONE                              SOURCE: COMPUTED BY DR. SILVERMAN FROM""GREAT BRITAIN   ACCOUNTS RELATING TO TRADE AND NAVIGATION OF THE       UNITED KINGDOM"".                                       NOTES: COMPUTED FROM ACTUAL EXPORT AND IMPORT DATA OF  GOLD BULLION AND SPECIE REGISTERED EACH MONTH.         CHECKED MANUALLY; CORRECTED 5/15/94.                     ",14
m14112,U.S. NBER Series: 14112 01/1867-12/1914,"NBER SERIES: 14112
AREA COVERED: U.S.
UNITS: THOUSANDS OF DOLLARS
ANNUAL COVERAGE: NONE
QUARTERLY COVERAGE: NONE
MONTHLY COVERAGE: 01/1867-12/1914
SEASONAL ADJUSTMENT: NONE
SOURCE: FOR 1867-1911 DEPARTMENT OF COMMERCE AND LABOR,
BUREAU OF STATISITCS, MONTHLY SUMMARY OF COMMERCE AND
FINANCE, DECEMBER 1911, PP. 1068-1070; FOR 1912-1914:
BUREAU OF FOREIGN AND DOMESTIC COMMERCE, MONTHLY
SUMMARY OF FOREIGN COMMERCE, DECEMBER 1914, P.514.

CHECKED MANUALLY; CORRECTED 4/23/94.

",14
m14114,France NBER Series: 14114 01/1876-09/1914,"NBER SERIES: 14114
AREA COVERED: FRANCE
UNITS: THOUSANDS OF FRANCS
ANNUAL COVERAGE: NONE
QUARTERLY COVERAGE: NONE
MONTHLY COVERAGE: 01/1876-09/1914
SEASONAL ADJUSTMENT: NONE
SOURCE: FOR 1876-1899: L'ECONOMISTE FARNCAIS; FOR
1900-06/1906: U.S. NATIONAL  MONETARY COMMISSION,
PUBLICATIONS, VOL. 21, P.346; FOR 07/1906-1914:
STATISTIQUE MENSUELLE DU COMMERCE EXTERIEUR DE LA
FRANCE (PRIMARY SOURCE BUT NOT AVAILABLE IN EARLIER
YEARS).

NOTES: FIGURES, EXCEPT FOR NATIONAL MONETARY COMMISSION
FIGURES, ARE COMPUTED FROM CUMULATIVE MONTHLY TOTALS
ADDED TOGETHER FROM BULLION (""OR BUIT, EN MASSE OU
L'INGOTS"") AND MONEY (""OR MONNAIES""), BY NBER.
09/1879 BASED IN PART ON STRAIGHT LINE INTERPOLATED
FIGURES.
09/1879-10/1879, DUE TO MISPRINTS IN BASIC FIGURES,
BASED IN PART ON STRAIGHT LINE INTERPOLATED FIGURES.

CHECKED MANUALLY; NO CORECTIONS NECESSARY.

",14
m14115,New York City 01/1918-05/1956,"MEMBER BANKS IN N.Y. CITY                       ___________________________________________            NBER SERIES: 14115                                     AREA COVERED: NEW YORK CITY                            UNITS: PER CENT                                        ANNUAL COVERAGE: NONE                                  QUARTERLY COVERAGE: NONE                               MONTHLY COVERAGE: 01/1918-05/1956                      SEASONAL ADJUSTMENT: NONE                              SOURCE: SERIES COMPUTED FROM FEDERAL RESERVE BOARD     DATA. FOR 1918-1941: RESERVE DATA FOR ALL MEMBER BANKS AND NEW YORK CITY FROM FEDERAL RESERVE BOARD,""BANKING  AND MONETARY STATISTICS""; FEDERAL RESERVE BOARD        MONTHLY BULLETIN THEREAFTER.                           NOTES: RESERVE PERCENTAGE WAS COMPUTED FOR ENTIRE      PERIOD.""REQUIRED RESERVES"" WERE COMPUTED FOR 1918-1928 FROM ESTIMATED FIGURES FOR TIME DEPOSITS AND NET       DEMAND DEPOSITS.                                       MONTHLY AVERAGES OF WEEKLY FIGURES FOR 1918-1928;      MONTHLY AVERAGES OF DAILY FIGURES IN FOLLOWING YEARS.  CHECKED MANUALLY; CORRECTED 5/15/94.                    ",14
m14116,U.S. 01/1918-05/1956,"MEMBER BANKS OUTSIDE OF NEW YORK CITY                  _________________________________________              NBER SERIES: 14116                                     AREA COVERED: U.S., OUTSIDE N.Y. CITY                  UNITS: PERCENT                                         ANNUAL COVERAGE: NONE                                  QUARTERLY COVERAGE: NONE                               MONTHLY COVERAGE: 01/1918-05/1956                      SEASONAL ADJUSTMENT: NONE                              SOURCE: COMPUTED FROM FEDERAL RESERVE BOARD DATA. FOR  1918-1941, RESERVES DATA FOR ALL MEMBER BANKS AND N.Y. CITY FROM FEDERAL RESERVE BOARD""BANKING AND MONETARY   STATISTICS""; THEREAFTER, FEDERAL RESERVE BOARD MONTHLY BULLETIN.                                              NOTES: RESERVE PERCENTAGE WAS COMPUTED FOR ENTIRE      PERIOD.""REQUIRED RESERVES"" WERE COMPUTED FROM          ESTIMATED FIGURES TIME DEPOSITS AND NET DEMAND         DEPOSITS.                                              MONTHLY AVERAGE OF WEEKLY FIGURES FOR 1918-1928;       MONTHLY AVERAGES OF DAILY FIGURES THEREAFTER.          CHECKED MANUALLY; CORRECTED 5/15/94.                      ",14
m14117a,New York City 01/1918-12/1934,"MEMBER BANKS IN NEW YORK CITY                     _______________________________________                NBER SERIES: 14117                                     AREA COVERED: NEW YORK CITY                            UNITS: MILLIONS OF DOLLARS                             ANNUAL COVERAGE: NONE                                  QUARTERLY COVERAGE: NONE                               MONTHLY COVERAGE: 01/1918-12/1934                      SEASONAL ADJUSTMENT: NONE                              SOURCE: FOR 1918: FEDERAL RESERVE BULLETIN; FOR 1919-  1934: BANKING AND MONETARY STATISTICS, PP. 164-180.    NOTES: MONTHLY AVERAGES OF WEEKLY FIGURES.             CHECKED MANUALLY; CORRECTED 5/15/94.                      ",14
m14117b,New York City 01/1929-10/1964,"MEMBER BANKS IN NEW YORK CITY                      _______________________________________                NBER SERIES: 14117                                     AREA COVERED: NEW YORK CITY                            UNITS: MILLIONS OF DOLLARS                             ANNUAL COVERAGE: NONE                                  QUARTERLY COVERAGE: NONE                               MONTHLY COVERAGE: 01/1929-10/1964                      SEASONAL ADJUSTMENT: NONE                              SOURCE: FOR 1929-1941: BANKING AND MONETARY STATISTICS,PP. 396-397; FEDERAL RESERVE BULLETIN THEREAFTER.      NOTES: MONTHLY AVERAGES OF DAILY FIGURES.              CHECKED MANUALLY; CORRECTED 5/15/94.                    ",14
m14118a,U.S. 01/1918-12/1934,"MEMBER BANKS OUTSIDE OF NEW YORK CITY                  _______________________________________                NBER SERIES: 14118                                     AREA COVERED: U.S., OUTSIDE OF NEW YORK CITY           UNITS: MILLIONS OF DOLLARS                             ANNUAL COVERAGE: NONE                                  QUARTERLY COVERAGE: NONE                               MONTHLY COVERAGE: 01/1918-12/1934                      SEASONAL ADJUSTMENT: NONE                              SOURCE: FOR 1918: FEDERAL RESERVE BULLETIN; FOR 1919-  1921: FEDERAL RESERVE BOARD ANNUAL REPORTS; FOR 1922-  1934: BANKING AND MONETARY STATISTICS, PP. 164 & 378.  NOTES: DATA COMPUTED BY SUBTRACTING RESERVES AT NEW    YORK CITY FROM TOTAL RESERVES, ALL MEMBER BANKS.       MONTHLY AVERAGES OF WEEKLY FIGURES.                    CHECKED MANUALLY; CORRECTED 5/15/94.                     ",14
m14118b,U.S. 01/1929-04/1949,"MEMBER BANKS OUTSIDE OF NEW YORK CITY                  _______________________________________                NBER SERIES: 14118                                     AREA COVERED: U.S., OUTSIDE OF NEW YORK CITY           UNITS: MILLIONS OF DOLLARS                             ANNUAL COVERAGE: NONE                                  QUARTERLY COVERAGE: NONE                               MONTHLY COVERAGE: 01/1929-04/1949                      SEASONAL ADJUSTMENT: NONE                              SOURCE: FOR 1929-1941: BANKING AND MONETARY STATISTICS,PP.396-97; FEDERAL RESERVE BULLETIN THEREAFTER.        NOTES: DATA COMPUTED BY SUBTRACTING RESERVES HELD IN   NEW YORK CITY FROM TOTAL RESERVES, ALL MEMBER BANKS.   MONTHLY AVERAGES OF DAILY FIGURES.                     CHECKED MANUALLY; NO CORRECTIONS NECESSARY.                ",14
m14119,"U.S. Reserves Held Minus Borrowings At Federal Reserve Banks, Member Banks Outside New York City 01/1944-04/1949","VAR 0331      14119 BO WING 3R 944-949               MD= 1E-37
REF 0331         LOC 2940 WIDTH  9             DK  47 COL 44-52


RESERVES HELD MINUS BORROWINGS AT FEDERAL RESERVE BANKS,
MEMBER BANKS OUTSIDE NEW YORK CITY
--------------------------------------------------------

NBER SERIES:  14119
AREA COVERED:  U.S.
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1944-04/1949
SEASONAL ADJUSTMENT:  NONE
SOURCE:  COMPUTED BY NBER FROM FEDERAL RESERVE BOARD DATA.

NOTES:  SERIES 14119 IS PRESENTED HERE AS FIVE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--SEASONALLY
ADJUSTED DATA, 1918-1934  (3)--ORIGINAL DATA, 1929-1941
(4)--SEASONALLY ADJUSTED, 1929-1941  (5)--ORIGINAL DATA,
1944-1949.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",14
m14120a,"U.S. Reserves Held Minus Borrowings At Federal Reserve Banks, Member Banks in New York City 01/1918-12/1934","VAR 0332      14120 MIN WIN 3R 918-934               MD= 1E-37
REF 0332         LOC 2949 WIDTH  9             DK  47 COL 53-61


RESERVES HELD MINUS BORROWINGS AT FEDERAL RESERVE BANKS,
MEMBER BANKS IN NEW YORK CITY
--------------------------------------------------------

NBER SERIES:  14120
AREA COVERED:  U.S.-- NEW YORK CITY
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1918-12/1934
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA ARE COMPUTED BY NBER FROM FEDERAL RESERVE
BOARD SOURCES.

NOTES:  SERIES 14120 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA ARE FOR MONTHLY AVERAGES OF WEEKLY FIGURES.
DATA ARE COMPUTED BY SUBTRACTING BORROWINGS OF MEMBER
BANKS IN NEW YORK CITY FROM RESERVES HELD BY MEMBER BANKS IN
NEW YORK CITY.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",14
m14120b,U.S. Reserves Held Minus Borrowings At Federal Reserve Member Banks in New York City 01/1929-12/1941,"VAR 0334      14120 MIN WIN 3R 929-941               MD= 1E-37
REF 0334         LOC 2967 WIDTH  9             DK  47 COL 71-79


RESERVES HELD MINUS BORROWINGS AT FEDERAL RESERVE MEMBER
BANKS IN NEW YORK CITY
--------------------------------------------------------

NBER SERIES:  14120
AREA COVERED:  U.S.-- NEW YORK CITY
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1929-12/1941
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA ARE COMPUTED BY NBER FROM FEDERAL RESERVE
BOARD SOURCES.

NOTES:  SERIES 14120 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA ARE FOR MONTHLY AVERAGES OF DAILY FIGURES.
DATA ARE COMPUTED BY SUBTRACTING BORROWINGS OF MEMBER
BANKS IN NEW YORK CITY FROM RESERVES HELD BY MEMBER BANKS IN
NEW YORK CITY.

CHECKED MANUALLY; CORRECTED 2/8/94.

",14
m14120c,"U.S. Reserves Held Minus Borrowings At Federal Reserve Banks, Member Banks in New York City 01/1944-04/1949","VAR 0336      14120 MIN WIN 3R 944-949               MD= 1E-37
REF 0336         LOC 2985 WIDTH  9             DK  48 COL 26-34


RESERVES HELD MINUS BORROWINGS AT FEDERAL RESERVE BANKS,
MEMBER BANKS IN NEW YORK CITY
--------------------------------------------------------

NBER SERIES:  14120
AREA COVERED:  U.S.-- NEW YORK CITY
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1944-04/1949
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA ARE COMPUTED BY NBER FROM FEDERAL RESERVE
BOARD SOURCES.

NOTES:  SERIES 14120 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA ARE FOR MONTHLY AVERAGES OF DAILY FIGURES.
DATA ARE COMPUTED BY SUBTRACTING BORROWINGS OF MEMBER
BANKS IN NEW YORK CITY FROM RESERVES HELD BY MEMBER BANKS IN
NEW YORK CITY.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.

",14
m14121a,"U.S. Borrowings At Federal Reserve Banks, Member Banks Outside New York City 01/1918-12/1934","VAR 0402      14121 ROW FED 3R 918-934               MD= 1E-37
REF 0402         LOC 3579 WIDTH  9             DK  57 COL 53-61


BORROWINGS AT FEDERAL RESERVE BANKS, MEMBER BANKS OUTSIDE
NEW YORK CITY
---------------------------------------------------------

NBER SERIES:  14121
AREA COVERED:  U.S.
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1918-12/1934
SEASONAL ADJUSTMENT:  NONE
SOURCE:  COMPUTED BY NBER FROM FEDERAL RESERVE BOARD ANNUAL
REPORTS OF 1918-1921; AND BANKING AND MONETARY STATISTICS,
PP. 396-400.

NOTES:  SERIES 14121 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA FOR 1918 WERE COMPUTED BY SUBTRACTING ESTIMATED
BORROWINGS AT NEW YORK CITY FROM TOTAL BILLS DISCOUNTED AT
ALL MEMBER BANKS; DATA FOR 1919-1939 WERE COMPUTED BY
SUBTRACTING NEW YORK CITY BORROWING FROM THE TOTAL FOR ALL
FRB MEMBER BANKS.  ALL DATA ARE MONTHLY AVERAGES OF WEEKLY
FIGURES.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.

",14
m14121b,"U.S. Borrowings At Federal Reserve Banks, Member Banks Outside New York City 01/1929-12/1941","VAR 0404      14121 ROW FED 3R 929-941               MD= 1E-37
REF 0404         LOC 3597 WIDTH  9             DK  57 COL 71-79


BORROWINGS AT FEDERAL RESERVE BANKS, MEMBER BANKS OUTSIDE
NEW YORK CITY
---------------------------------------------------------

NBER SERIES:  14121
AREA COVERED:  U.S.
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1929-12/1941
SEASONAL ADJUSTMENT:  NONE
SOURCE:  COMPUTED BY NBER FROM FEDERAL RESERVE BOARD ANNUAL
REPORTS OF 1918-1921; AND BANKING AND MONETARY STATISTICS,
PP. 396-400.

NOTES:  SERIES 14121 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA WERE COMPUTED BY SUBTRACTING NEW YORK CITY BANK
BORROWINGS FROM THE TOTAL FOR ALL MEMBER BANKS.  DATA ARE
MONTHLY AVERAGES OF DAILY FIGURES.

CHECKED MANUALLY; CORRECTED 2/9/94.


",14
m14121c,"U.S. Borrowings At Federal Reserve Banks, Member Banks Outside New York City 01/1944-04/1949","VAR 0406      14121 ROW FED 3R 944-949               MD= 1E-37
REF 0406         LOC 3615 WIDTH  9             DK  58 COL 26-34


BORROWINGS AT FEDERAL RESERVE BANKS, MEMBER BANKS OUTSIDE
NEW YORK CITY
---------------------------------------------------------

NBER SERIES:  14121
AREA COVERED:  U.S.
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1944-04/1949
SEASONAL ADJUSTMENT:  NONE
SOURCE:  COMPUTED BY NBER FROM FEDERAL RESERVE BOARD ANNUAL
REPORTS OF 1918-1921; AND BANKING AND MONETARY STATISTICS,
PP. 396-400.

NOTES:  SERIES 14121 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA WERE COMPUTED BY SUBTRACTING NEW YORK CITY BANK
BORROWINGS FROM THE TOTAL FOR ALL MEMBER BANKS.  DATA ARE
MONTHLY AVERAGES OF DAILY FIGURES.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",14
m14122a,"U.S. Borrowings At Federal Reserve Banks, Member Banks in New York City 01/1918-12/1934","VAR 0407      14122 WIN FED 3R 918-934               MD= 1E-37
REF 0407         LOC 3624 WIDTH  9             DK  58 COL 35-43


BORROWINGS AT FEDERAL RESERVE BANKS, MEMBER BANKS IN NEW
YORK CITY
--------------------------------------------------------

NBER SERIES:  14122
AREA COVERED:  U.S.-- NEW YORK CITY
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1918-12/1934
SEASONAL ADJUSTMENT:  NONE
SOURCE:  FEDERAL RESERVE BOARD, DATA FOR 1918 WERE ESTIMATED
BY NBER FROM FRB ANNUAL REPORT OF 1918, P. 380.  DATA FOR
1919-1934:  BANKING AND MONETARY STATISTICS, PP. 399-400.

NOTES:  SERIES 14122 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA FOR 1918 WERE ESTIMATED FROM MONTHLY AVERAGES OF
WEEKLY DATA OF BILLS DISCOUNTED BY THE FEDERAL RESERVE BANK
OF NEW YORK.  ALL DATA ARE ALSO MONTHLY AVERAGES OF WEEKLY
FIGURES.

CHECKED MANUALLUY; CORRECTED 2/9/94.


",14
m14122b,"U.S. Borrowings At Federal Reserve Banks, Member Banks in New York City 01/1929-12/1941","VAR 0409      14122 WIN FED 3R 929-941               MD= 1E-37
REF 0409         LOC 3642 WIDTH  9             DK  58 COL 53-61


BORROWINGS AT FEDERAL RESERVE BANKS, MEMBER BANKS IN NEW
YORK CITY
--------------------------------------------------------

NBER SERIES:  14122
AREA COVERED:  U.S.-- NEW YORK CITY
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1929-12/1941
SEASONAL ADJUSTMENT:  NONE
SOURCE:  FEDERAL RESERVE BOARD, DATA FOR 1929-1940:  BANKING
AND MONETARY STATISTICS, PP. 396-397.  DATA FOR 1941:
FEDERAL RESERVE BULLETINS.

NOTES:  SERIES 14122 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA ARE MONTHLY AVERAGES OF DAILY FIGURES.

CHECKED MANUALLY; CORRECTED 2/9/94.

",14
m14122c,"U.S. Borrowings At Federal Reserve Banks, Member Banks in New York City 01/1944-04/1949","VAR 0411      14122 WIN FED 3R 944-949               MD= 1E-37
REF 0411         LOC 3660 WIDTH  9             DK  58 COL 71-79


BORROWINGS AT FEDERAL RESERVE BANKS, MEMBER BANKS IN NEW
YORK CITY
--------------------------------------------------------

NBER SERIES:  14122
AREA COVERED:  U.S.-- NEW YORK CITY
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1944-04/1949
SEASONAL ADJUSTMENT:  NONE
SOURCE:  FEDERAL RESERVE BOARD, FEDERAL RESERVE BULLETINS,
MONTHLY ISSUES BEGINNING IN 1944.

NOTES:  SERIES 14122 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1918-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.

DATA ARE MONTHLY AVERAGES OF DAILY FIGURES.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",14
m14123a,"U.S. Reserves Held Minus Borrowings At Federal Reserve Banks, All Member Banks 01/1917-12/1934","VAR 0322      14123 MINU BO 3R 917-934               MD= 1E-37
REF 0322         LOC 2859 WIDTH  9             DK  46 COL 26-34


RESERVES HELD MINUS BORROWINGS AT FEDERAL RESERVE BANKS, ALL
MEMBER BANKS
------------------------------------------------------------

NBER SERIES:  14123
AREA COVERED:  U.S.
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1917-12/1934
SEASONAL ADJUSTMENT:  NONE
SOURCE:  COMPUTED BY NBER FROM FEDERAL RESERVE BOARD DATA.

NOTES:  SERIES 14123 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1917-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA WERE COMPUTED BY SUBTRACTING SERIES 14067 (BILLS
DISCOUNTED, ALL MEMBER BANKS) FROM SERIES 14064 (TOTAL
MEMBER BANK RESERVE) AND ARE MONTHLY AVERAGES OF DAILY
FIGURES.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",14
m14123b,"U.S. Reserves Held Minus Borrowings At Federal Reserve Banks, All Member Banks 01/1929-12/1941","VAR 0324      14123 MINU BO 3R 929-941               MD= 1E-37
REF 0324         LOC 2877 WIDTH  9             DK  46 COL 44-52


RESERVES HELD MINUS BORROWINGS AT FEDERAL RESERVE BANKS, ALL
MEMBER BANKS
------------------------------------------------------------

NBER SERIES:  14123
AREA COVERED:  U.S.
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1929-12/1941
SEASONAL ADJUSTMENT:  NONE
SOURCE:  COMPUTED BY NBER FROM FEDERAL RESERVE BOARD DATA IN
BANKING AND MONETARY STATISTICS, PP. 396-397.

NOTES:  SERIES 14123 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1917-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA WERE COMPUTED BY SUBTRACTING SERIES 14067 (BILLS
DISCOUNTED, ALL MEMBER BANKS) FROM SERIES 14064 (TOTAL
MEMBER BANK RESERVES) AND ARE MONTHLY AVERAGES OF DAILY
FIGURES.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",14
m14123c,"U.S. Reserves Held Minus Borrowings At Federal Reserve Banks, All Member Banks 01/1944-04/1949","VAR 0326      14123 MINU BO 3R 944-949               MD= 1E-37
REF 0326         LOC 2895 WIDTH  9             DK  46 COL 62-70


RESERVES HELD MINUS BORROWINGS AT FEDERAL RESERVE BANKS, ALL
MEMBER BANKS
------------------------------------------------------------

NBER SERIES:  14123
AREA COVERED:  U.S.
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1944-04/1949
SEASONAL ADJUSTMENT:  NONE
SOURCE:  COMPUTED BY NBER FROM FEDERAL RESERVE BOARD DATA.

NOTES:  SERIES 14123 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1917-1934  (2)--ORIGINAL DATA,
1929-1941  (3)--ORIGINAL DATA, 1944-1949.
DATA WERE COMPUTED BY SUBTRACTING SERIES 14067 (BILLS
DISCOUNTED, ALL MEMBER BANKS) FROM SERIES 14064 (TOTAL
MEMBER BANK RESERVES) AND ARE MONTHLY AVERAGES OF DAILY
FIGURES.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",14
m14124a,"U.S. National Bank Notes Outstanding, Total, End of Month 01/1864-12/1879","VAR 0220      14124 NO OUTS 3R 864-879               MD= 1E-37
REF 0220         LOC 1941 WIDTH  9             DK  31 COL 53-61
EXP DEC=  1

NATIONAL BANK NOTES OUTSTANDING, TOTAL, END OF MONTH
----------------------------------------------------

NBER SERIES:  14124
AREA COVERED:  U.S.
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1864-12/1879
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA FOR 1864-1869:  A.P. ANDREW, STATISTICS FOR
THE UNITED STATES, 1867-1909, P. 43.  DATA FOR 1870-1879:
COMPTROLLER OF THE CURRENCY, ANNUAL REPORT OF 1891, P. 125.

NOTES:  SERIES 14124 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1864-1879  (2)--ORIGINAL DATA,
1874-1919  (3)--ORIGINAL DATA, 1914-1949.
DATA FOR 1874-1879 WERE COMPUTED BY SUBTRACTING
NATIONAL BANK NOTES IN THE TREASURY FROM THE TOTAL
OUTSTANDING.
ALL DATA WERE PUBLISHED AS OF THE FIRST OF THE MONTH,
BUT ARE GIVEN HERE AS END OF THE PRECEEDING MONTH.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.

",14
m14124b,"U.S. National Bank Notes Outstanding Outside the Treasury, End of Month 01/1874-12/1919","VAR 0222      14124 NO OUTS 3R 874-919               MD= 1E-37
REF 0222         LOC 1959 WIDTH  9             DK  31 COL 71-79
EXP DEC=  1

NATIONAL BANK NOTES OUTSTANDING OUTSIDE THE TREASURY, END OF
MONTH
------------------------------------------------------------

NBER SERIES:  14124
AREA COVERED:  U.S.
UNITS:  MILLIONS OF DOLLARS
ANNUAL COVERAGE:  NONE
QUARTERLY COVERAGE:  NONE
MONTHLY COVERAGE:  01/1874-12/1919
SEASONAL ADJUSTMENT:  NONE
SOURCE:  DATA FOR 1874-MAY 1878:  COMPUTED BY NBER FROM THE
ANNUAL REPORT OF THE COMPTROLLER FO THE CURRENCY, 1891, P.
125.  DATA FOR JUNE 1878-FEBRUARY 1887:  COMPUTED BY NBER
FROM THE ANNUAL REPORT OF THE SECRETARY OF THE TREASURY ON
THE STATE OF FINANCES FOR THE FISCAL YEAR ENDED 1898, P. 44.
DATA FOR MARCH 1887-1919:  U.S. DEPARTMENT OF TREASURY,
CIRCULATION STATEMENT OF U.S. MONEY, MONTHLY PUBLICATION.

NOTES:  SERIES 14124 IS PRESENTED HERE AS THREE
VARIABLES--(1)--ORIGINAL DATA, 1864-1879  (2)--ORIGINAL DATA,
1874-1919  (3)--ORIGINAL DATA, 1914-1949.
DATA FOR 1874-FEBRUARY 1887 WERE COMPUTED BY
SUBTRACTING NATIONAL BANK NOTES IN THE TREASURY FROM THE
TOTAL OUTSTANDING.
ALL DATA WERE PUBLISHED AS OF THE FIRST OF THE MONTH,
BUT ARE GIVEN HERE AS OF THE END OF THE PRECEEDING MONTH.
DATA FOR AUGUST 1914-JANUARY 1915 INCLUDE ADDITIONAL
CIRCULATING NOTES ISSUED UNDER AUTHORITY OF THE ACT OF MAY
30, 1908 AS AMENDED BY ACTS OF DECEMBER 23, 1913 AND AUGUST
4, 1914.

CHECKED MANUALLY; NO CORRECTIONS NECESSARY.


",14
